user_id,user_lat,user_lng,interests,time_preference,location_preference,budget_type,gender,mbti
63,37.526160733599525,127.11386730557771,"맛집, 스터디, 소셜",afternoon,outdoor,value,F,ESTP
64,37.56644468256267,126.83640083642052,"스포츠, 카페, 소셜",afternoon,indoor,medium,M,ENFP
65,37.63894153270216,126.98373872317846,"스터디, 소셜, 스포츠, 카페",morning,indoor,value,M,ENTJ
66,37.59002025629502,126.89605824751128,"카페, 문화예술",evening,indoor,value,F,ESFJ
67,37.66229528145633,127.00609442194568,"맛집, 소셜, 스포츠, 스터디",night,indoor,low,M,ESFJ
68,37.40954140444555,127.01948612368297,"카페, 스포츠, 취미활동, 문화예술",morning,indoor,value,F,ISTP
69,37.42768717586862,126.99245815762252,"스터디, 문화예술, 카페",afternoon,indoor,high,M,INTP
70,37.6244779071151,126.87380840774254,"카페, 소셜, 취미활동, 문화예술",evening,indoor,high,N,ENTJ
71,37.44432172757187,126.853246771435,"취미활동, 카페, 스터디",evening,outdoor,medium,F,INFJ
72,37.51914914975122,126.841947666613,"카페, 스포츠, 소셜, 취미활동",evening,indoor,low,M,ESTJ
73,37.50287805928348,126.98958797657222,"문화예술, 카페",afternoon,outdoor,value,M,ENFP
74,37.43827409083867,126.91351036231949,"소셜, 스터디, 스포츠, 카페",afternoon,outdoor,medium,F,ISFJ
75,37.43053474178612,126.86114365567371,"맛집, 소셜, 문화예술, 스포츠",evening,indoor,high,F,ENFJ
76,37.40547274442851,127.07878458494658,"맛집, 스터디, 문화예술",night,indoor,value,F,ENFJ
77,37.64625844194601,127.08738290833462,"카페, 스터디, 소셜, 맛집",evening,indoor,value,F,ESFJ
78,37.472722919724525,126.84593472989567,"스터디, 소셜",afternoon,outdoor,low,M,ENFJ
79,37.51076914445297,126.98170718888764,"맛집, 스포츠, 취미활동",morning,indoor,premium,M,ESTP
80,37.62806835796691,127.03825549624314,"소셜, 취미활동",night,outdoor,medium,M,ENFP
81,37.67988142012999,127.19637179058296,"소셜, 카페, 맛집, 취미활동",afternoon,indoor,low,F,INTJ
82,37.63986113927586,127.13005307067712,"취미활동, 맛집, 소셜",morning,outdoor,medium,F,ENTP
83,37.60489461902514,126.9807794405196,"카페, 소셜, 맛집",night,indoor,value,M,ISTP
84,37.515167366411966,127.0174211444456,"맛집, 카페, 문화예술",night,indoor,medium,M,INFP
85,37.45001922799801,127.15145164614938,"스포츠, 스터디, 맛집",morning,indoor,high,M,ISTJ
86,37.6231838877718,126.81341297389432,"맛집, 카페",afternoon,outdoor,value,M,ISTP
87,37.53710006578451,127.041583148829,"소셜, 맛집, 문화예술",evening,outdoor,low,F,INTP
88,37.57953281036157,127.0262033389292,"취미활동, 스포츠, 카페, 맛집",afternoon,indoor,value,F,INTJ
89,37.67355572265289,126.85564647765722,"스포츠, 문화예술, 카페, 스터디",afternoon,outdoor,low,F,ESFP
90,37.40690678143629,127.0605468843953,"카페, 맛집, 스포츠, 스터디",morning,indoor,medium,M,ISTP
91,37.43684323455372,126.89436241383802,"문화예술, 취미활동, 소셜",afternoon,outdoor,low,M,ISFJ
92,37.51379170951567,127.09769986073732,"맛집, 소셜",afternoon,outdoor,low,F,ESFJ
93,37.503903798309786,126.93878128075848,"스터디, 취미활동",afternoon,outdoor,medium,F,ISFP
94,37.44965399522839,126.81355166409864,"소셜, 스터디, 스포츠, 맛집",morning,indoor,medium,F,INTP
95,37.69266239470483,126.9835955952068,"스터디, 카페, 취미활동",night,indoor,low,F,ENFJ
96,37.46297167792868,127.15922171577628,"문화예술, 취미활동",night,indoor,medium,F,ENTJ
97,37.535986650424405,127.00975610773104,"소셜, 문화예술",night,indoor,value,F,ISFJ
98,37.68383463864009,126.9493237265119,"맛집, 카페, 스터디, 취미활동",afternoon,outdoor,medium,M,INTP
99,37.40812879775105,126.88878886477318,"취미활동, 스터디",night,indoor,medium,M,ISFP
100,37.47145483431402,126.83977655710372,"문화예술, 맛집, 소셜",night,outdoor,medium,M,ESTJ
101,37.521917692482056,126.92959602444272,"소셜, 스터디, 맛집",afternoon,indoor,low,M,ENFJ
102,37.61118384054156,127.16424960141612,"문화예술, 맛집, 스포츠, 취미활동",morning,indoor,value,F,ISTP
103,37.6321503569604,126.94510315786638,"소셜, 맛집, 스터디",morning,indoor,high,M,ISTP
104,37.541319635808144,126.87284285552865,"취미활동, 소셜, 카페",afternoon,indoor,value,F,INTP
105,37.52651118036599,126.85291048445012,"카페, 소셜, 문화예술",morning,indoor,value,F,ESFP
106,37.42015261997472,126.96209923521108,"카페, 문화예술, 스포츠, 소셜",afternoon,outdoor,value,M,ESFP
107,37.61965537353772,126.90029226422465,"문화예술, 맛집, 소셜",morning,outdoor,low,M,ENTJ
108,37.526610817865205,126.9415485506245,"소셜, 카페",afternoon,outdoor,low,F,ESTJ
109,37.67465410318758,127.08861314444876,"스포츠, 소셜, 문화예술, 카페",night,indoor,value,M,ENFJ
110,37.409354940518384,126.90490561771992,"카페, 맛집, 스포츠, 문화예술",evening,outdoor,high,M,ISFP
111,37.43197947594013,126.83005511269432,"문화예술, 취미활동, 소셜, 스포츠",morning,indoor,medium,M,ENTP
112,37.60840894125633,126.90885805489198,"스터디, 문화예술, 소셜",afternoon,indoor,value,M,ISTP
113,37.53380173188739,126.87405317153544,"소셜, 문화예술, 맛집, 취미활동",afternoon,outdoor,medium,F,ISFP
114,37.47490040265775,126.99576998545726,"취미활동, 카페, 문화예술, 맛집",evening,outdoor,low,F,INTJ
115,37.5419630354244,126.92514194260224,"문화예술, 스터디, 취미활동",evening,outdoor,value,F,ISTP
116,37.65336481956052,126.9276401892973,"스포츠, 문화예술, 취미활동",afternoon,outdoor,medium,F,ISFP
117,37.55907953979048,126.97641286469928,"취미활동, 스포츠, 카페, 맛집",evening,indoor,value,F,INFJ
118,37.66579332447086,127.04634527527293,"카페, 소셜",afternoon,indoor,value,M,ESFJ
119,37.679776972827575,126.82801188229898,"문화예술, 소셜, 맛집",afternoon,indoor,medium,F,ISTJ
120,37.63048202415936,126.96710671286694,"맛집, 소셜",evening,indoor,medium,F,ESFP
121,37.57673256034127,126.91090625827871,"스포츠, 소셜",morning,outdoor,value,F,ENFP
122,37.635903504324666,126.8357644009249,"스터디, 소셜",afternoon,outdoor,high,F,ESFJ
123,37.41949592284487,126.9606320945702,"문화예술, 소셜, 카페, 스포츠",morning,outdoor,medium,M,ESTP
124,37.41101958122798,127.18290810519332,"스터디, 문화예술",night,indoor,low,M,ISTJ
125,37.45216857476584,126.95849680756106,"문화예술, 스터디, 맛집, 카페",afternoon,indoor,premium,M,ISFJ
126,37.41045954807014,127.15796857649114,"맛집, 소셜, 스포츠, 문화예술",morning,indoor,high,M,ISFP
127,37.65565806000411,126.81416894736742,"맛집, 취미활동, 소셜, 스포츠",evening,outdoor,medium,F,ISTJ
128,37.42431386477229,126.88807328077992,"취미활동, 스터디, 소셜, 스포츠",morning,outdoor,premium,F,ESTP
129,37.504342762370655,127.07120646102362,"문화예술, 스포츠, 맛집",evening,outdoor,medium,M,ENFJ
130,37.6511039985091,127.07898858466773,"맛집, 소셜, 취미활동, 스터디",afternoon,indoor,medium,F,ENTP
131,37.66372144406844,126.80205806830187,"문화예술, 취미활동, 스포츠, 맛집",night,indoor,medium,M,INFJ
132,37.47760649920937,126.87725314583491,"취미활동, 카페, 스포츠, 스터디",morning,outdoor,premium,M,INTJ
133,37.43853461542796,126.91333717930624,"취미활동, 카페",evening,indoor,premium,M,ISFP
134,37.45212604259227,127.1083416434164,"취미활동, 카페, 맛집, 스포츠",night,indoor,medium,M,INTJ
135,37.41372261014375,127.14861472246096,"스터디, 카페, 문화예술",night,outdoor,value,F,ENTJ
136,37.406637065458696,126.92944408765982,"맛집, 스포츠, 소셜, 취미활동",evening,outdoor,value,M,ISTP
137,37.5354161072989,126.86544952847666,"스터디, 카페, 문화예술, 스포츠",evening,outdoor,value,F,ISFP
138,37.66041629675969,127.18529466137606,"스터디, 스포츠, 카페",night,indoor,high,F,ENFP
139,37.49358559714854,126.92829709617526,"맛집, 스터디",afternoon,indoor,value,M,ISFP
140,37.44777372148378,126.8814804997105,"소셜, 스터디",morning,outdoor,medium,N,INTP
141,37.67625435434471,127.0466601258083,"스터디, 소셜, 취미활동",afternoon,indoor,low,N,ENTP
142,37.46766204273312,126.86433018763128,"카페, 맛집, 소셜, 스터디",afternoon,indoor,value,M,INTP
143,37.518663525164,127.18987994074828,"취미활동, 카페, 문화예술, 맛집",afternoon,indoor,medium,F,ISFP
144,37.62474849173039,126.85836882961404,"스터디, 맛집",night,outdoor,low,M,INFJ
145,37.40293125422576,126.9305845232976,"스터디, 카페, 맛집",afternoon,indoor,high,M,ISTJ
146,37.43981472621292,127.02701633930462,"카페, 소셜, 취미활동",afternoon,outdoor,high,M,ESFP
147,37.61194271794607,126.81263445793026,"맛집, 스터디, 카페",afternoon,outdoor,medium,F,INTJ
148,37.50183505776284,127.1259300454986,"스포츠, 카페",evening,outdoor,medium,F,INFJ
149,37.55792079828083,127.09263580870213,"스터디, 스포츠, 문화예술",evening,outdoor,medium,M,ISFP
150,37.541054777809,127.09771162623798,"문화예술, 소셜",morning,outdoor,medium,M,ESTP
151,37.69890017481703,127.18991726485872,"소셜, 스포츠, 스터디, 카페",evening,indoor,value,F,ISTJ
152,37.6882341654461,126.96636294645876,"문화예술, 맛집",night,indoor,value,M,ESTP
153,37.57641751342703,126.8117577783026,"취미활동, 스터디, 카페",afternoon,indoor,high,M,INTJ
154,37.67370900368501,126.88426487560228,"스포츠, 스터디, 소셜",morning,indoor,high,F,ISTJ
155,37.58976215996789,126.94913945487558,"소셜, 스포츠",afternoon,indoor,high,N,ENFP
156,37.5544452061789,126.9436933477599,"스터디, 맛집",afternoon,indoor,medium,M,ENTP
157,37.49755701926741,127.10938925027465,"스터디, 취미활동",night,indoor,value,F,ESFJ
158,37.55593218456681,126.9348012705725,"스포츠, 스터디, 문화예술, 취미활동",afternoon,indoor,value,F,ESTJ
159,37.51380757697672,127.04221526305795,"스터디, 카페, 맛집, 소셜",evening,outdoor,value,M,ISFJ
160,37.480924883455096,126.82283474243572,"스터디, 맛집",evening,indoor,low,F,INFJ
161,37.430992687137206,127.03386828017705,"맛집, 문화예술",night,indoor,premium,M,ISTP
162,37.66037548835601,126.98189594225354,"소셜, 문화예술, 스터디, 스포츠",evening,indoor,value,F,INFJ
163,37.61986967550241,126.86495275786493,"스포츠, 카페, 맛집",morning,indoor,medium,F,ESTJ
164,37.68338426584221,127.07329921131586,"소셜, 문화예술, 카페",afternoon,indoor,high,F,ESFJ
165,37.67560333909805,127.04024381701848,"스터디, 맛집, 소셜, 취미활동",evening,outdoor,value,M,INFP
166,37.41446361165816,127.19086967368852,"소셜, 카페",morning,outdoor,medium,F,ENFJ
167,37.629557259366734,127.17026993235228,"소셜, 취미활동",evening,outdoor,medium,M,ENFP
168,37.489060782368085,127.05962986351776,"문화예술, 맛집",morning,indoor,value,M,ESTP
169,37.578945642495626,127.0182747553982,"맛집, 취미활동, 스포츠, 문화예술",evening,indoor,low,M,ISFP
170,37.51393573405377,127.14533345982872,"카페, 스포츠, 문화예술, 스터디",night,outdoor,high,F,ENFP
171,37.5740517107682,127.01344101869076,"스터디, 카페",evening,indoor,medium,F,ESTJ
172,37.45873339570506,126.80302514999126,"소셜, 취미활동, 스포츠",evening,indoor,premium,M,ISFP
173,37.430426248534765,126.99434870367452,"소셜, 취미활동, 맛집, 스포츠",night,indoor,medium,F,ISTP
174,37.61529073577259,126.95996208272166,"스포츠, 스터디",morning,indoor,low,M,INTP
175,37.61271387851673,126.8427507692379,"스터디, 취미활동, 스포츠, 카페",afternoon,indoor,high,F,ISTJ
176,37.43369130332336,126.801033605938,"카페, 맛집, 스터디",afternoon,outdoor,high,M,ENFJ
177,37.65195839086002,127.1600092493592,"카페, 취미활동",night,indoor,value,F,ENTP
178,37.4286605941504,127.04954372987063,"스터디, 스포츠, 맛집",morning,indoor,low,M,ENTP
179,37.428714366656045,126.80945543441854,"스터디, 취미활동",evening,indoor,value,F,ESTJ
180,37.44253231805813,126.90981610160004,"카페, 소셜, 문화예술, 취미활동",evening,outdoor,value,M,ENFP
181,37.43851828683624,126.84164385975366,"소셜, 맛집, 문화예술",afternoon,indoor,high,M,ENTP
182,37.49701146863465,126.8906625608908,"맛집, 소셜",morning,outdoor,value,M,ISTP
183,37.66402372626844,127.06035094761889,"취미활동, 맛집, 스포츠",afternoon,indoor,value,F,ESTP
184,37.69864414721128,126.97854094047904,"카페, 스포츠, 스터디",night,indoor,medium,F,INFP
185,37.526806734018855,127.12872257756044,"취미활동, 문화예술",night,indoor,medium,M,INFJ
186,37.621154067502175,127.1074399219154,"소셜, 스포츠, 맛집, 카페",morning,outdoor,medium,F,ENTJ
187,37.61262340932289,126.81446415220992,"문화예술, 카페, 소셜",morning,indoor,value,F,ISTP
188,37.491657293197406,126.95879260682972,"취미활동, 소셜",evening,outdoor,high,F,ISFP
189,37.65542748732353,126.88340420574292,"스포츠, 문화예술, 맛집",evening,indoor,medium,F,ISFJ
190,37.442383414782654,126.8847929963609,"스포츠, 소셜",afternoon,indoor,value,M,ESTJ
191,37.571912428679255,127.1730922961905,"스포츠, 스터디, 문화예술",afternoon,indoor,high,M,INTP
192,37.519598908331695,126.8585495968649,"맛집, 소셜, 카페, 문화예술",morning,indoor,value,F,ISTJ
193,37.55184255885207,126.97580467545316,"맛집, 카페",night,outdoor,low,F,ISFJ
194,37.4184048881332,127.11230463442736,"소셜, 스포츠, 스터디, 카페",afternoon,indoor,value,F,ISTJ
195,37.43641548182673,126.92131005902704,"맛집, 문화예술, 소셜",evening,indoor,medium,M,INTJ
196,37.49187608623598,127.04955833451666,"취미활동, 맛집",night,outdoor,medium,M,ISFJ
197,37.52423892575868,127.13101515822676,"맛집, 스포츠",morning,indoor,premium,F,ENTJ
198,37.47794396262351,127.10411592924883,"문화예술, 스터디, 소셜, 스포츠",afternoon,indoor,medium,F,ENFP
199,37.6404611335649,127.18383065772842,"소셜, 카페",night,indoor,value,F,INFP
200,37.546472341106536,126.86001946587758,"맛집, 스포츠, 카페, 취미활동",night,indoor,medium,F,INFJ
201,37.63550496315112,127.1568338755761,"취미활동, 카페, 맛집, 소셜",morning,indoor,medium,F,INFJ
202,37.65226147382778,126.81537053958492,"취미활동, 카페",night,outdoor,high,M,INFP
203,37.53518589701893,127.15298377618244,"문화예술, 소셜, 스터디, 취미활동",morning,outdoor,medium,M,ESTP
204,37.42137701832958,126.80484339009396,"맛집, 소셜",morning,indoor,value,F,ENFJ
205,37.598411183321126,126.87407822714698,"맛집, 스포츠, 스터디, 소셜",evening,indoor,medium,F,INTJ
206,37.63076694435144,127.0498654275417,"스터디, 소셜, 카페",afternoon,outdoor,low,M,ISTJ
207,37.543476588372776,127.15832583894876,"카페, 맛집, 소셜",afternoon,outdoor,value,M,ENTJ
208,37.64353093642704,127.0625914429326,"스포츠, 맛집, 카페",evening,indoor,low,F,ENTP
209,37.531821496908336,127.0451758329978,"스터디, 맛집, 카페",afternoon,indoor,high,M,ISFJ
210,37.49507674320349,127.15170746399912,"소셜, 문화예술, 맛집, 카페",night,outdoor,value,M,INTJ
211,37.56350807566909,127.1938678958098,"스포츠, 맛집",afternoon,indoor,medium,F,ISTP
212,37.54651823901949,126.86027044308396,"취미활동, 스포츠, 맛집",night,outdoor,medium,F,ESTJ
213,37.661996874758245,127.0545165415917,"문화예술, 맛집",night,indoor,low,F,ISFJ
214,37.429753429876165,126.96059772634452,"취미활동, 맛집, 소셜",afternoon,outdoor,value,M,ENTJ
215,37.63513753534562,127.0216906056528,"스터디, 문화예술",afternoon,outdoor,high,F,INTP
216,37.60351364685654,127.10250586315658,"문화예술, 카페",evening,indoor,high,M,INTP
217,37.465162729307366,126.85512915966368,"스포츠, 카페",afternoon,indoor,medium,M,ISFP
218,37.42789719194694,127.03528090677936,"소셜, 카페",night,indoor,medium,F,INTJ
219,37.60294038116791,127.1219955998723,"스포츠, 카페",evening,indoor,value,F,ENFP
220,37.61230428042228,127.11544598586896,"스포츠, 소셜, 맛집, 문화예술",night,indoor,value,F,ENTJ
221,37.418762668069206,127.1205467663278,"스터디, 문화예술, 카페",evening,outdoor,high,F,ESFP
222,37.60577338131496,127.19645057272852,"맛집, 취미활동",night,indoor,medium,F,ENTJ
223,37.40785901255962,126.80967670555654,"카페, 소셜",afternoon,indoor,medium,M,INFP
224,37.52889704382168,127.14909210019384,"문화예술, 스포츠, 맛집, 취미활동",morning,indoor,value,M,ISTP
225,37.41495260833488,127.16156533210416,"스포츠, 카페",evening,indoor,medium,M,ENFP
226,37.67678691742634,126.9888241736788,"맛집, 카페, 소셜",morning,indoor,low,M,ISTP
227,37.692450395834335,126.948482837556,"스포츠, 소셜, 맛집",evening,indoor,medium,N,ESTP
228,37.568597854240046,126.93836817900068,"스포츠, 소셜",afternoon,indoor,value,M,ISTJ
229,37.68104673860993,126.8209031517144,"스포츠, 취미활동, 스터디, 문화예술",night,outdoor,medium,F,ISTJ
230,37.45942928982792,127.02613210182864,"취미활동, 문화예술",evening,indoor,high,F,ENTP
231,37.52539698016115,126.83553609803502,"카페, 문화예술",afternoon,indoor,medium,F,ISFP
232,37.63750999653601,127.01953546268804,"소셜, 스포츠",afternoon,indoor,value,F,INFJ
233,37.4648271359556,126.83902500409572,"스포츠, 카페",night,indoor,medium,F,INTP
234,37.41558697326628,127.1145112797536,"스터디, 스포츠, 맛집",night,indoor,high,F,ESTJ
235,37.437876134837786,127.0638517465579,"스포츠, 스터디, 카페",night,outdoor,value,M,ISTJ
236,37.41956137737815,126.98557255072494,"취미활동, 스터디",night,indoor,value,F,ENFP
237,37.6326835552776,127.18579066156032,"소셜, 스터디, 맛집, 카페",night,indoor,low,M,ENTJ
238,37.51879114179874,127.16603602736282,"맛집, 스포츠",night,indoor,value,M,ESTJ
239,37.48307134621334,127.19340858908608,"취미활동, 소셜, 스터디",morning,indoor,low,F,ESFJ
240,37.69032676313102,127.14274957443004,"스포츠, 취미활동",morning,outdoor,medium,M,ISTP
241,37.49690335951586,127.19883126283268,"카페, 문화예술",afternoon,indoor,low,F,ISTJ
242,37.66707741590535,126.8317626338572,"소셜, 맛집, 문화예술, 취미활동",morning,outdoor,value,F,ENTJ
243,37.49430503395512,126.98846715957312,"스포츠, 소셜",evening,outdoor,value,F,ISTJ
244,37.47330198223594,126.84517728336446,"스포츠, 소셜, 맛집",afternoon,indoor,value,M,INTP
245,37.53065163631945,127.03089989230745,"문화예술, 소셜, 취미활동",morning,outdoor,value,M,ESFJ
246,37.43190311787673,126.9259678354452,"취미활동, 맛집, 스터디, 문화예술",night,indoor,low,F,ISFJ
247,37.42312340358544,126.93615203706666,"맛집, 스터디",afternoon,indoor,value,M,ISTJ
248,37.627774619918256,127.16144313773871,"취미활동, 맛집, 문화예술, 소셜",morning,outdoor,medium,N,ESTP
249,37.40005651986697,126.8676324281424,"스터디, 문화예술",afternoon,indoor,value,N,ENFP
250,37.54372101893101,126.80720003557808,"스포츠, 문화예술",night,outdoor,high,F,ISTJ
251,37.62618857107904,127.12196271073658,"문화예술, 소셜, 스터디, 맛집",night,outdoor,medium,M,INFJ
252,37.53495266239177,126.88737727315332,"맛집, 스터디",morning,indoor,low,M,ESTJ
253,37.42227226189652,126.8905405977366,"카페, 스터디, 맛집",afternoon,outdoor,low,F,ESTJ
254,37.42369074865725,126.8958040679638,"맛집, 취미활동, 카페",morning,indoor,value,M,INTP
255,37.475692174951824,126.88809012055091,"소셜, 문화예술, 스포츠, 카페",night,indoor,low,M,ENFP
256,37.68674734511623,126.81005678331093,"취미활동, 스터디",evening,indoor,value,F,ESFJ
257,37.58212687361563,127.0525230212368,"스터디, 문화예술, 취미활동",night,outdoor,medium,F,ESTP
258,37.54630012058638,127.0608897038182,"스포츠, 카페, 맛집, 스터디",afternoon,indoor,value,F,INFP
259,37.54174800650196,126.81825949820094,"문화예술, 카페",night,indoor,value,F,ENFP
260,37.53424044239674,126.9897153681725,"문화예술, 취미활동",morning,indoor,low,M,ESTJ
261,37.53885558650475,126.97541539541496,"스터디, 맛집, 소셜",night,indoor,value,F,INFJ
262,37.43415151804298,126.93808925712068,"맛집, 카페, 문화예술",evening,indoor,low,N,ESFP
263,37.44956118180136,126.95594894117662,"문화예술, 맛집, 스터디, 스포츠",evening,indoor,high,M,ISFJ
264,37.61552876894562,127.18161325103402,"맛집, 카페",morning,indoor,medium,F,INTP
265,37.43434629141977,126.953535553218,"소셜, 문화예술, 맛집, 카페",evening,outdoor,low,F,INFP
266,37.5064313875508,127.17669028464758,"카페, 취미활동, 맛집, 스터디",evening,outdoor,medium,F,INFJ
267,37.67398608427288,127.04502938733792,"소셜, 스포츠, 문화예술, 취미활동",night,indoor,medium,F,ESFJ
268,37.64600378873581,127.0779529494704,"스포츠, 취미활동",night,indoor,value,F,ESFP
269,37.46481540950351,126.98664311387888,"카페, 문화예술",night,outdoor,high,M,ISTP
270,37.56276031055968,127.14469699796732,"취미활동, 스터디, 스포츠",afternoon,indoor,medium,M,ESFJ
271,37.429662085292186,127.15586081320704,"맛집, 스터디, 스포츠, 소셜",night,indoor,medium,F,INFJ
272,37.4134335351514,127.10476272805296,"스터디, 취미활동",evening,indoor,low,F,ISTP
273,37.52288866846857,126.92448699802536,"맛집, 스포츠, 소셜",afternoon,outdoor,medium,F,INTJ
274,37.46854602402643,127.19098084719614,"카페, 취미활동, 맛집",evening,outdoor,value,F,INTP
