meeting_id,category,subcategory,meeting_lat,meeting_lng,time_slot,location_type,vibe,expected_cost,max_participants,avg_sentiment_score,positive_review_ratio,negative_review_ratio,review_sentiment_variance
165,스포츠,러닝,37.57265606508984,127.1701058566628,morning,outdoor,활기찬,9708,14,0.649,0.558,0.442,0.3
166,소셜,방탈출,37.5066216220287,127.12819857786316,evening,indoor,활기찬,21413,7,0.708,0.709,0.291,0.314
167,소셜,볼링,37.54305133245742,127.12905450862289,evening,indoor,활기찬,12634,6,0.647,0.509,0.491,0.304
168,카페,디저트,37.53945494111122,127.0150092400812,morning,indoor,여유로운,14102,7,0.674,0.594,0.406,0.285
169,스포츠,요가,37.51783569389861,127.07825630137816,morning,outdoor,활기찬,5423,9,0.661,0.6,0.4,0.3
170,스포츠,등산,37.59413337829223,126.81322087795178,morning,outdoor,활기찬,788,9,0.673,0.602,0.398,0.306
171,스터디,재테크,37.404488359476886,126.90581851449042,evening,indoor,진지한,4112,5,0.679,0.598,0.402,0.321
172,문화예술,전시회,37.68021094719771,126.93097622518162,afternoon,indoor,창의적인,9738,4,0.665,0.626,0.374,0.291
173,취미활동,플라워,37.439252708404645,127.0703246542971,evening,indoor,창의적인,30793,5,0.65,0.491,0.509,0.324
174,스터디,재테크,37.40472079411206,126.903820899466,evening,indoor,진지한,5291,5,0.693,0.652,0.348,0.326
175,카페,베이커리,37.687132128800016,127.07871820558574,afternoon,indoor,여유로운,14603,7,0.671,0.562,0.438,0.318
176,맛집,양식,37.59459369771862,127.08862155303738,afternoon,indoor,힐링,26885,6,0.708,0.716,0.284,0.317
177,카페,카페투어,37.63749202165492,126.99028163127562,afternoon,indoor,여유로운,17711,7,0.705,0.726,0.274,0.316
178,맛집,양식,37.44877012059904,127.19820657943612,afternoon,indoor,힐링,15373,4,0.688,0.659,0.341,0.313
179,소셜,보드게임,37.618909888234015,127.12440614997284,evening,indoor,즐거운,21808,9,0.692,0.7,0.3,0.282
180,문화예술,공연,37.613073002578176,126.84615994331232,afternoon,indoor,감성적인,21959,6,0.681,0.62,0.38,0.319
181,스포츠,축구,37.41303687389035,127.16159200362236,evening,outdoor,활기찬,7359,11,0.668,0.573,0.427,0.318
182,스터디,독서토론,37.54499343460919,126.9343881229522,evening,indoor,진지한,1235,4,0.697,0.632,0.368,0.336
183,스터디,영어회화,37.556479853897336,127.17331056495163,evening,indoor,진지한,6448,5,0.68,0.606,0.394,0.311
184,소셜,보드게임,37.59312455973288,126.93403697370734,evening,indoor,즐거운,23661,6,0.675,0.552,0.448,0.333
185,문화예술,공연,37.55505103032035,126.90534544759925,evening,indoor,창의적인,16981,8,0.703,0.635,0.365,0.307
186,소셜,보드게임,37.525512411532354,127.11142553901873,evening,indoor,활기찬,18322,4,0.666,0.577,0.423,0.29
187,맛집,이자카야,37.465167229745326,127.08565279744086,afternoon,indoor,힐링,21974,6,0.659,0.588,0.412,0.332
188,소셜,당구,37.48877790469409,127.08681917548284,evening,indoor,활기찬,24857,6,0.671,0.596,0.404,0.318
189,문화예술,공연,37.61888199477061,126.84009654810704,evening,indoor,감성적인,18596,7,0.691,0.694,0.306,0.306
190,스포츠,요가,37.62281921883623,126.96572332493366,evening,outdoor,활기찬,4112,14,0.683,0.667,0.333,0.308
191,취미활동,쿠킹,37.65348511318178,126.80009634980716,evening,indoor,여유로운,15608,4,0.702,0.705,0.295,0.301
192,취미활동,플라워,37.58192293302314,126.98059837564776,evening,indoor,여유로운,17450,4,0.682,0.62,0.38,0.295
193,문화예술,갤러리,37.67230458356575,126.92185433291743,afternoon,indoor,감성적인,5409,4,0.689,0.62,0.38,0.33
194,스터디,영어회화,37.55957320906439,126.83674013489168,evening,indoor,진지한,3560,6,0.697,0.663,0.337,0.335
195,스포츠,러닝,37.63292099660664,126.92453569717176,morning,outdoor,활기찬,9815,7,0.687,0.647,0.353,0.334
196,소셜,당구,37.49105303746343,126.8434429609386,evening,indoor,활기찬,19298,8,0.665,0.597,0.403,0.302
197,취미활동,그림,37.45967520785458,126.83189542297178,evening,indoor,창의적인,20787,8,0.694,0.658,0.342,0.31
198,문화예술,공연,37.67410087923282,126.98811357450528,afternoon,indoor,감성적인,23562,6,0.703,0.716,0.284,0.3
199,소셜,방탈출,37.475392306142645,126.8664802147235,evening,indoor,활기찬,14777,5,0.682,0.602,0.398,0.308
200,스터디,코딩,37.60007161600527,126.89361127012276,evening,indoor,진지한,4704,4,0.676,0.624,0.376,0.335
201,카페,브런치,37.65724557612087,126.80007407811816,afternoon,indoor,여유로운,17155,6,0.691,0.571,0.429,0.33
202,맛집,이자카야,37.49111992672656,126.93471704443284,evening,indoor,여유로운,35789,6,0.696,0.649,0.351,0.326
203,소셜,보드게임,37.53297603244249,126.87449797531993,evening,indoor,즐거운,15846,9,0.677,0.596,0.404,0.316
204,소셜,볼링,37.59027579603546,126.94156226688472,evening,indoor,활기찬,19976,9,0.658,0.562,0.438,0.312
205,소셜,보드게임,37.66112013893175,127.02329270011188,evening,indoor,활기찬,17188,9,0.679,0.629,0.371,0.306
206,소셜,보드게임,37.575030690413264,127.17914806744788,evening,indoor,즐거운,22281,7,0.697,0.675,0.325,0.296
207,스포츠,러닝,37.44422383509019,127.08326796873423,morning,outdoor,활기찬,2502,12,0.665,0.552,0.448,0.33
208,소셜,당구,37.49987362886942,126.87046156500114,evening,indoor,활기찬,21267,6,0.664,0.544,0.456,0.304
209,소셜,방탈출,37.40963287414461,127.05754717102204,evening,indoor,활기찬,10809,4,0.689,0.631,0.369,0.311
210,카페,브런치,37.61871012284885,127.17112402465908,morning,indoor,힐링,15032,6,0.659,0.571,0.429,0.305
211,취미활동,플라워,37.472037986135454,126.84032287885564,evening,indoor,여유로운,18540,7,0.683,0.663,0.337,0.311
212,소셜,방탈출,37.41028750349316,127.08093537364074,evening,indoor,즐거운,23391,6,0.682,0.613,0.387,0.291
213,소셜,방탈출,37.48107466251852,127.00185642237923,evening,indoor,즐거운,23167,8,0.647,0.489,0.511,0.337
214,스포츠,축구,37.50343607859636,127.1574594596362,morning,outdoor,에너지 넘치는,5627,13,0.663,0.586,0.414,0.301
215,취미활동,그림,37.69796782018417,126.8046288795021,evening,indoor,여유로운,27463,6,0.664,0.59,0.41,0.329
216,카페,브런치,37.46964017384005,126.800377217011,afternoon,indoor,감성적인,19852,7,0.69,0.628,0.372,0.319
217,스터디,재테크,37.609863342129664,126.98630807819916,evening,indoor,진지한,4096,7,0.666,0.591,0.409,0.298
218,맛집,중식,37.53428716179966,127.11007630771756,evening,indoor,여유로운,22917,4,0.693,0.634,0.366,0.343
219,맛집,양식,37.43643943127213,127.0434138573109,afternoon,indoor,여유로운,26319,7,0.675,0.57,0.43,0.312
220,취미활동,플라워,37.6256464676773,127.00143075853543,afternoon,indoor,즐거운,33726,8,0.702,0.648,0.352,0.297
221,맛집,양식,37.69488347648607,126.90965446687676,evening,indoor,힐링,26053,6,0.688,0.66,0.34,0.309
222,소셜,보드게임,37.672647209290645,126.80846894549416,evening,indoor,활기찬,19836,9,0.695,0.674,0.326,0.316
223,취미활동,베이킹,37.40507294397691,127.04721747164947,evening,indoor,즐거운,17157,7,0.722,0.736,0.264,0.308
224,문화예술,공방체험,37.65410361061673,127.13116482485962,afternoon,indoor,감성적인,16782,4,0.669,0.609,0.391,0.315
225,스포츠,러닝,37.48063438944848,127.01289832285671,morning,outdoor,에너지 넘치는,4887,12,0.667,0.605,0.395,0.318
226,스포츠,사이클링,37.61090950999224,126.88904145461647,evening,outdoor,활기찬,5119,8,0.687,0.659,0.341,0.324
227,맛집,한식,37.53874706312168,127.022420969712,evening,indoor,여유로운,15606,4,0.667,0.574,0.426,0.321
228,취미활동,베이킹,37.451508197938544,126.84101381524503,evening,indoor,즐거운,16884,7,0.661,0.566,0.434,0.305
229,카페,브런치,37.47481273639877,127.15626667035676,afternoon,indoor,감성적인,10729,4,0.659,0.52,0.48,0.341
