user_id,meeting_id,rating,search_vibe
31,388,2.7,감성적인
32,188,2.7,활기찬
32,300,4.7,감성적인
32,14,3.9,창의적인
32,59,2.7,힐링
32,487,4.4,에너지 넘치는
32,299,2.8,감성적인
33,11,1.5,즐거운
33,444,1.0,활기찬
33,61,3.0,여유로운
33,264,5.0,활기찬
33,281,3.0,힐링
34,212,3.4,즐거운
34,115,3.3,즐거운
34,207,3.7,활기찬
34,95,5.0,진지한
35,228,1.9,즐거운
35,20,3.1,건강한
35,433,2.9,힐링
36,364,3.3,진지한
36,255,4.0,힐링
36,397,2.5,창의적인
36,167,2.5,배움
36,412,3.6,여유로운
36,495,4.4,여유로운
37,248,4.5,진지한
37,364,4.9,진지한
37,82,2.6,에너지 넘치는
37,277,2.1,감성적인
38,469,2.9,진지한
38,431,3.7,창의적인
38,422,2.2,진지한
38,283,2.9,감성적인
38,159,3.5,여유로운
38,25,2.3,창의적인
38,118,4.9,진지한
39,181,5.0,활기찬
39,189,4.3,진지한
39,261,2.7,즐거운
40,27,4.6,힐링
40,239,3.9,힐링
40,222,3.6,진지한
40,469,4.2,진지한
41,464,3.8,감성적인
41,229,3.7,감성적인
41,340,3.3,진지한
41,170,1.1,활기찬
41,225,4.4,에너지 넘치는
41,60,5.0,여유로운
41,274,4.8,여유로운
42,263,3.5,에너지 넘치는
42,250,2.0,에너지 넘치는
42,79,3.9,활기찬
42,38,3.9,즐거운
43,30,3.9,여유로운
43,441,2.2,창의적인
43,451,2.9,즐거운
43,499,4.0,감성적인
43,208,3.8,활기찬
43,374,3.0,활기찬
43,479,3.7,진지한
44,453,3.4,진지한
44,1,3.8,창의적인
44,368,3.1,감성적인
44,101,3.7,여유로운
45,343,5.0,진지한
45,204,1.5,활기찬
45,150,3.5,진지한
45,156,4.1,창의적인
45,302,2.8,여유로운
45,357,4.1,여유로운
46,216,2.5,감성적인
46,478,4.0,감성적인
46,404,2.7,창의적인
46,364,4.4,진지한
46,39,3.8,즐거운
47,81,5.0,여유로운
47,87,3.5,힐링
47,138,5.0,진지한
47,481,4.0,건강한
47,434,3.0,창의적인
48,147,4.6,힐링
48,119,3.3,진지한
48,158,3.4,에너지 넘치는
48,50,4.0,즐거운
48,482,4.7,창의적인
49,238,3.2,활기찬
49,52,2.6,여유로운
49,29,1.0,감성적인
50,151,2.6,감성적인
50,197,3.2,여유로운
50,180,3.6,감성적인
50,54,3.5,힐링
51,369,4.4,진지한
51,227,3.3,여유로운
51,345,3.1,여유로운
52,37,2.6,창의적인
52,494,3.8,활기찬
52,260,1.6,여유로운
52,424,3.2,여유로운
53,236,3.4,배움
53,177,3.3,여유로운
53,63,4.7,창의적인
53,389,3.5,진지한
53,401,3.8,활기찬
53,358,4.5,활기찬
54,210,3.7,힐링
54,434,3.7,활기찬
54,411,3.1,활기찬
54,323,3.8,힐링
54,327,3.9,여유로운
54,82,2.1,에너지 넘치는
55,272,5.0,여유로운
55,24,4.0,여유로운
55,54,3.0,힐링
55,374,2.9,활기찬
55,488,3.1,건강한
55,202,2.0,여유로운
56,270,3.9,배움
56,438,3.2,힐링
56,404,3.9,건강한
56,58,3.3,창의적인
56,121,3.5,즐거운
56,196,2.7,활기찬
57,327,2.9,즐거운
57,190,2.1,활기찬
57,73,4.9,감성적인
57,360,2.5,창의적인
57,146,4.0,활기찬
58,307,3.8,여유로운
58,398,2.8,진지한
58,351,2.9,진지한
58,260,4.6,즐거운
58,29,5.0,감성적인
59,375,5.0,여유로운
59,114,3.6,진지한
59,169,2.8,활기찬
60,295,3.6,감성적인
60,331,2.2,활기찬
60,310,2.1,즐거운
60,57,5.0,활기찬
60,280,2.1,진지한
60,164,1.9,감성적인
60,204,3.2,활기찬
61,479,4.9,진지한
61,235,4.8,진지한
61,400,2.2,건강한
61,46,3.8,즐거운
61,268,2.9,여유로운
61,416,3.6,건강한
62,481,4.6,감성적인
62,431,4.3,창의적인
62,219,3.4,여유로운
62,387,2.0,창의적인
63,458,4.2,활기찬
63,229,2.9,감성적인
63,253,2.6,즐거운
63,194,1.2,즐거운
63,68,4.7,진지한
64,52,4.2,여유로운
64,300,3.5,감성적인
64,109,2.8,진지한
64,203,4.7,배움
64,460,3.6,진지한
64,27,3.2,힐링
65,107,3.7,여유로운
65,215,3.2,여유로운
65,3,2.5,진지한
65,417,5.0,힐링
66,22,2.4,여유로운
66,412,4.2,즐거운
66,289,4.2,진지한
67,244,5.0,감성적인
67,488,3.5,여유로운
67,226,4.0,진지한
68,306,3.8,감성적인
68,418,2.8,배움
68,201,2.8,여유로운
69,181,4.0,건강한
69,324,3.1,진지한
69,53,5.0,여유로운
69,140,1.2,힐링
70,275,3.8,여유로운
70,57,3.6,감성적인
70,457,1.8,즐거운
71,71,4.2,감성적인
71,46,5.0,즐거운
71,97,4.4,즐거운
71,88,2.6,즐거운
71,269,3.3,감성적인
72,207,3.2,활기찬
72,39,2.3,즐거운
72,292,5.0,감성적인
72,401,3.1,활기찬
72,171,5.0,진지한
72,196,3.9,건강한
73,125,4.2,창의적인
73,273,3.0,즐거운
73,185,5.0,창의적인
74,426,2.7,힐링
74,241,2.7,에너지 넘치는
74,208,3.3,활기찬
74,469,4.8,진지한
75,162,3.9,창의적인
75,188,4.7,활기찬
75,433,2.1,힐링
76,452,4.0,즐거운
76,217,2.2,진지한
76,145,3.1,활기찬
76,350,3.8,힐링
77,249,2.5,여유로운
77,208,1.9,활기찬
77,328,3.4,배움
77,109,4.1,진지한
77,50,1.9,여유로운
77,164,3.5,감성적인
77,402,3.8,에너지 넘치는
78,379,2.5,힐링
78,233,2.9,창의적인
78,306,2.6,감성적인
78,51,4.9,창의적인
78,419,4.3,여유로운
79,16,2.8,창의적인
79,343,3.0,진지한
79,10,5.0,창의적인
79,268,4.3,여유로운
79,242,3.0,감성적인
79,215,3.4,여유로운
80,495,3.4,활기찬
80,86,1.3,힐링
80,296,2.8,창의적인
80,34,3.8,감성적인
80,357,3.0,즐거운
80,257,4.5,에너지 넘치는
80,471,1.9,진지한
81,158,4.2,에너지 넘치는
81,458,2.2,활기찬
81,302,4.5,여유로운
81,255,1.9,힐링
81,354,4.1,여유로운
81,295,2.9,감성적인
82,387,3.7,창의적인
82,84,2.3,감성적인
82,373,4.3,감성적인
82,37,3.2,창의적인
82,128,3.7,창의적인
82,102,3.3,여유로운
83,179,2.9,즐거운
83,404,4.8,창의적인
83,422,4.3,진지한
83,240,4.1,활기찬
83,158,1.8,에너지 넘치는
84,301,2.9,진지한
84,330,4.2,힐링
84,155,2.7,활기찬
85,170,4.1,건강한
85,462,3.4,에너지 넘치는
85,292,4.7,감성적인
85,116,4.1,활기찬
85,125,1.6,창의적인
85,404,2.9,창의적인
86,223,2.0,즐거운
86,278,2.9,즐거운
86,97,4.1,즐거운
87,150,4.0,진지한
87,492,3.9,창의적인
87,209,3.6,활기찬
88,27,4.1,힐링
88,127,3.7,감성적인
88,113,2.3,진지한
88,157,3.7,진지한
88,488,3.7,여유로운
88,471,3.2,진지한
89,441,5.0,진지한
89,489,4.9,창의적인
89,457,2.9,즐거운
89,488,3.7,여유로운
89,418,3.6,즐거운
90,330,3.8,힐링
90,448,3.3,여유로운
90,202,3.0,진지한
90,158,3.3,에너지 넘치는
91,464,4.6,감성적인
91,40,3.4,여유로운
91,207,3.3,활기찬
91,71,2.5,감성적인
92,182,3.4,진지한
92,355,4.3,활기찬
92,157,5.0,진지한
92,196,2.6,즐거운
93,465,3.7,활기찬
93,391,3.2,힐링
93,147,3.3,여유로운
93,410,2.8,여유로운
93,483,4.3,즐거운
93,155,4.5,활기찬
93,57,5.0,활기찬
94,166,5.0,활기찬
94,78,1.7,진지한
94,96,4.4,활기찬
94,209,4.8,활기찬
95,15,2.5,활기찬
95,308,3.6,활기찬
95,120,3.7,여유로운
95,206,3.0,즐거운
95,154,3.1,여유로운
95,151,5.0,감성적인
96,53,2.5,창의적인
96,278,2.8,여유로운
96,345,1.3,여유로운
96,113,3.1,진지한
96,372,2.4,감성적인
96,272,2.6,여유로운
97,150,4.2,진지한
97,302,3.4,여유로운
97,143,2.7,여유로운
97,459,3.7,활기찬
97,255,2.7,힐링
98,49,3.2,배움
98,108,3.2,즐거운
98,480,4.7,창의적인
98,317,3.7,활기찬
98,421,4.2,진지한
99,146,3.0,활기찬
99,448,5.0,여유로운
99,305,3.9,즐거운
99,25,4.9,활기찬
99,201,1.0,여유로운
99,384,4.5,창의적인
99,375,4.0,여유로운
100,276,2.3,감성적인
100,11,4.6,즐거운
100,226,5.0,활기찬
100,266,4.2,여유로운
100,282,2.7,힐링
101,90,4.1,즐거운
101,494,3.3,활기찬
101,384,2.4,창의적인
101,65,2.9,여유로운
102,362,5.0,즐거운
102,294,3.0,여유로운
102,344,5.0,여유로운
102,61,4.3,여유로운
102,55,3.6,활기찬
103,59,2.1,힐링
103,277,2.2,창의적인
103,133,3.4,진지한
103,119,3.0,진지한
103,116,2.5,활기찬
103,377,3.1,감성적인
104,227,4.2,여유로운
104,220,4.9,즐거운
104,393,4.6,건강한
104,330,4.5,힐링
105,183,3.0,즐거운
105,130,3.1,여유로운
105,469,3.2,진지한
105,483,2.8,여유로운
105,353,4.9,힐링
105,202,4.4,여유로운
105,141,3.6,활기찬
106,255,4.5,여유로운
106,223,2.8,즐거운
106,26,4.3,배움
106,314,2.6,여유로운
107,152,2.2,에너지 넘치는
107,140,4.7,힐링
107,153,2.9,활기찬
107,227,4.7,여유로운
108,376,5.0,감성적인
108,85,2.8,에너지 넘치는
108,408,5.0,여유로운
108,356,1.9,힐링
108,363,4.4,진지한
108,336,4.0,에너지 넘치는
108,280,2.7,진지한
109,498,3.1,여유로운
109,454,4.4,힐링
109,173,4.3,창의적인
110,246,3.4,감성적인
110,459,4.6,활기찬
110,296,5.0,감성적인
110,45,2.2,창의적인
110,310,3.6,즐거운
111,50,5.0,배움
111,4,4.2,여유로운
111,28,2.1,힐링
112,312,2.9,창의적인
112,391,2.5,즐거운
112,304,4.6,활기찬
112,354,4.2,여유로운
112,469,3.5,진지한
112,216,2.8,감성적인
113,180,2.9,감성적인
113,274,3.0,여유로운
113,51,2.2,창의적인
113,31,3.2,활기찬
114,13,2.5,여유로운
114,360,5.0,창의적인
114,88,1.9,즐거운
114,105,3.6,여유로운
114,176,3.0,힐링
114,156,4.2,창의적인
114,322,3.2,창의적인
115,60,2.9,여유로운
115,342,5.0,여유로운
115,231,4.6,즐거운
116,475,3.5,여유로운
116,225,4.5,에너지 넘치는
116,123,4.3,진지한
116,168,4.6,여유로운
116,420,4.9,창의적인
116,425,2.3,힐링
116,248,5.0,힐링
117,163,4.2,활기찬
117,246,2.3,감성적인
117,179,2.5,즐거운
117,494,2.5,활기찬
117,388,1.7,활기찬
117,150,2.4,즐거운
117,475,4.5,여유로운
118,212,2.8,즐거운
118,370,4.5,활기찬
118,482,3.2,진지한
118,290,3.6,즐거운
118,478,2.8,여유로운
118,408,1.8,즐거운
119,147,3.0,즐거운
119,224,3.2,감성적인
119,225,4.6,에너지 넘치는
119,375,4.9,여유로운
119,374,3.1,활기찬
119,42,4.2,에너지 넘치는
119,286,2.6,감성적인
120,76,3.7,감성적인
120,484,2.8,여유로운
120,133,4.2,활기찬
120,447,3.0,감성적인
120,56,5.0,창의적인
121,325,3.3,진지한
121,369,2.3,진지한
121,401,1.0,감성적인
121,191,3.7,여유로운
121,333,5.0,힐링
121,172,3.1,창의적인
121,343,4.5,진지한
122,4,3.7,여유로운
122,232,4.0,여유로운
122,279,4.0,진지한
122,210,4.5,힐링
123,215,3.5,여유로운
123,352,3.1,즐거운
123,258,2.6,감성적인
123,399,3.9,창의적인
123,379,3.0,힐링
123,319,3.9,힐링
123,227,1.6,여유로운
124,411,3.8,활기찬
124,59,4.8,힐링
124,46,5.0,즐거운
124,149,5.0,감성적인
124,110,1.7,힐링
125,277,5.0,힐링
125,23,2.5,즐거운
125,445,2.9,여유로운
126,366,2.8,창의적인
126,391,3.4,즐거운
126,296,4.6,창의적인
126,66,5.0,창의적인
126,450,2.9,즐거운
127,244,4.4,진지한
127,196,3.4,건강한
127,405,2.6,창의적인
127,161,3.4,여유로운
128,495,4.2,여유로운
128,402,3.0,에너지 넘치는
128,305,3.3,즐거운
128,216,5.0,감성적인
128,160,5.0,창의적인
129,367,2.7,여유로운
129,335,5.0,힐링
129,350,4.3,진지한
130,69,3.0,창의적인
130,164,4.1,진지한
130,102,2.8,여유로운
130,299,3.8,감성적인
130,323,4.0,힐링
130,403,4.6,창의적인
130,328,3.1,활기찬
131,365,2.4,힐링
131,73,4.6,감성적인
131,475,2.1,여유로운
131,1,3.1,창의적인
131,145,3.6,활기찬
131,234,3.7,창의적인
131,368,2.9,힐링
132,166,2.7,활기찬
132,2,4.4,진지한
132,156,3.1,창의적인
132,142,2.9,건강한
132,493,3.9,여유로운
132,180,4.5,감성적인
133,239,4.0,힐링
133,144,4.5,진지한
133,66,2.9,진지한
133,361,2.6,감성적인
133,474,1.4,힐링
133,473,3.7,창의적인
133,163,3.3,진지한
134,303,3.6,에너지 넘치는
134,384,2.4,창의적인
134,92,3.8,여유로운
134,204,3.0,활기찬
134,268,2.5,여유로운
134,117,4.0,활기찬
135,100,4.3,활기찬
135,395,2.6,힐링
135,429,3.3,힐링
135,58,3.1,즐거운
135,202,2.8,여유로운
135,157,3.6,진지한
135,491,3.9,진지한
136,69,4.2,창의적인
136,259,3.3,배움
136,177,2.3,즐거운
136,263,4.9,에너지 넘치는
136,451,3.5,건강한
136,393,1.3,여유로운
136,358,4.2,활기찬
137,148,2.5,배움
137,296,5.0,창의적인
137,321,2.3,에너지 넘치는
138,446,4.9,여유로운
138,276,4.3,감성적인
138,346,2.4,즐거운
138,393,4.4,여유로운
138,428,5.0,진지한
139,297,3.3,활기찬
139,251,3.2,즐거운
139,44,3.6,여유로운
139,69,4.5,창의적인
139,57,3.3,여유로운
139,358,1.0,활기찬
140,422,2.9,진지한
140,321,3.2,에너지 넘치는
140,42,2.8,에너지 넘치는
140,252,1.8,감성적인
140,129,3.4,힐링
140,56,2.4,창의적인
140,215,5.0,즐거운
141,134,4.6,힐링
141,291,2.4,감성적인
141,237,3.0,에너지 넘치는
141,20,3.7,진지한
142,259,4.1,창의적인
142,60,5.0,여유로운
142,18,4.1,창의적인
142,220,2.5,즐거운
143,429,4.3,힐링
143,377,4.9,감성적인
143,260,1.9,여유로운
143,184,2.9,즐거운
143,326,3.3,배움
143,12,2.5,여유로운
144,491,5.0,진지한
144,73,4.3,감성적인
144,273,5.0,창의적인
144,97,4.5,즐거운
144,337,3.7,에너지 넘치는
144,251,2.9,즐거운
145,424,3.3,여유로운
145,467,5.0,즐거운
145,46,3.7,즐거운
146,100,4.7,활기찬
146,195,3.3,활기찬
146,43,3.8,감성적인
146,260,1.6,여유로운
147,320,4.6,감성적인
147,264,1.0,활기찬
147,462,3.2,활기찬
148,80,4.6,에너지 넘치는
148,477,3.7,즐거운
148,369,4.1,진지한
148,91,1.8,힐링
148,69,1.9,활기찬
148,447,3.2,감성적인
148,384,2.1,창의적인
149,120,1.0,여유로운
149,186,4.0,활기찬
149,113,4.5,활기찬
150,414,2.5,즐거운
150,268,3.6,여유로운
150,242,3.4,감성적인
150,471,4.7,진지한
151,340,2.4,즐거운
151,439,3.1,여유로운
151,449,1.4,감성적인
151,419,3.0,여유로운
151,312,4.7,즐거운
152,46,2.9,즐거운
152,41,3.9,즐거운
152,446,4.0,힐링
153,167,4.3,즐거운
153,122,3.6,힐링
153,153,4.7,활기찬
153,427,4.8,감성적인
154,275,1.9,여유로운
154,220,4.9,즐거운
154,155,3.2,활기찬
155,35,3.9,여유로운
155,143,4.7,여유로운
155,379,4.0,힐링
156,342,5.0,여유로운
156,21,3.2,진지한
156,41,3.4,즐거운
156,443,4.6,여유로운
156,189,3.6,감성적인
156,61,3.1,여유로운
157,152,4.6,에너지 넘치는
157,490,4.8,여유로운
157,48,3.3,여유로운
157,147,3.0,힐링
157,391,3.1,즐거운
157,454,1.7,힐링
158,10,3.0,창의적인
158,93,2.7,건강한
158,70,4.0,활기찬
159,204,4.1,활기찬
159,67,2.6,즐거운
159,61,2.9,여유로운
159,403,4.1,창의적인
159,239,3.8,활기찬
160,187,3.0,힐링
160,382,3.6,힐링
160,288,5.0,진지한
160,110,4.0,감성적인
160,400,4.5,활기찬
161,325,2.5,감성적인
161,378,2.7,진지한
161,361,2.6,힐링
161,432,4.0,진지한
161,402,3.5,에너지 넘치는
161,66,4.0,창의적인
162,213,3.7,즐거운
162,127,4.0,감성적인
162,241,3.8,에너지 넘치는
162,212,4.5,즐거운
163,296,3.9,창의적인
163,261,3.1,즐거운
163,484,1.7,여유로운
164,359,2.4,감성적인
164,214,3.2,진지한
164,372,2.7,진지한
164,114,3.3,진지한
164,394,3.7,활기찬
164,34,4.2,즐거운
165,473,2.9,창의적인
165,129,4.7,힐링
165,452,3.1,진지한
166,363,2.5,진지한
166,147,4.2,힐링
166,219,2.6,여유로운
166,103,4.5,배움
166,270,2.7,창의적인
166,278,4.8,여유로운
166,322,3.1,창의적인
167,422,4.5,진지한
167,443,4.2,여유로운
167,27,3.5,힐링
167,278,2.6,여유로운
167,6,4.0,감성적인
167,390,2.8,활기찬
168,230,1.9,힐링
168,466,4.5,진지한
168,440,2.4,힐링
168,62,1.9,창의적인
168,410,3.0,여유로운
168,248,4.1,여유로운
168,402,3.1,에너지 넘치는
169,16,4.3,창의적인
169,194,3.4,진지한
169,421,3.3,진지한
169,131,3.0,여유로운
169,222,1.6,활기찬
170,446,3.2,활기찬
170,486,2.3,에너지 넘치는
170,196,4.3,활기찬
170,98,2.5,감성적인
171,321,3.4,에너지 넘치는
171,254,4.0,진지한
171,179,2.6,진지한
171,285,4.0,창의적인
172,295,4.4,감성적인
172,464,2.6,힐링
172,164,2.1,감성적인
172,300,5.0,감성적인
172,181,1.1,활기찬
172,500,4.6,즐거운
172,456,3.9,진지한
173,485,3.0,즐거운
173,218,2.2,여유로운
173,258,3.4,에너지 넘치는
173,322,3.8,창의적인
173,98,4.3,활기찬
173,256,3.1,활기찬
173,481,2.9,즐거운
174,128,2.4,창의적인
174,201,3.3,여유로운
174,200,3.9,진지한
174,412,2.6,감성적인
174,116,2.1,활기찬
175,64,2.1,즐거운
175,16,4.5,창의적인
175,321,2.1,에너지 넘치는
176,396,2.5,창의적인
176,469,3.5,힐링
176,458,3.4,활기찬
176,121,4.4,즐거운
176,161,3.9,여유로운
177,494,4.2,활기찬
177,395,3.2,힐링
177,152,3.8,에너지 넘치는
177,413,4.0,건강한
177,342,3.0,여유로운
177,455,2.8,감성적인
178,311,4.2,활기찬
178,121,4.8,즐거운
178,31,1.5,활기찬
178,186,3.2,활기찬
178,435,4.1,여유로운
179,398,5.0,진지한
179,41,4.2,즐거운
179,145,3.2,활기찬
180,38,3.9,진지한
180,180,4.4,감성적인
180,116,3.6,활기찬
180,92,3.9,여유로운
180,284,3.7,즐거운
181,52,3.7,여유로운
181,38,4.6,진지한
181,277,5.0,즐거운
181,354,5.0,여유로운
182,222,3.0,활기찬
182,85,3.8,에너지 넘치는
182,450,3.1,즐거운
182,66,2.6,창의적인
182,77,2.8,진지한
183,472,3.7,감성적인
183,126,1.4,즐거운
183,434,4.2,창의적인
183,347,3.9,힐링
183,490,5.0,힐링
183,163,3.8,즐거운
183,91,1.8,진지한
184,70,3.2,활기찬
184,327,2.5,즐거운
184,100,3.0,활기찬
184,293,2.5,힐링
184,299,5.0,감성적인
185,241,3.1,에너지 넘치는
185,289,4.6,진지한
185,80,3.2,에너지 넘치는
185,128,3.8,힐링
186,431,2.9,창의적인
186,192,2.9,감성적인
186,311,4.4,활기찬
186,86,3.9,힐링
186,141,3.4,활기찬
186,196,3.0,활기찬
186,356,1.9,힐링
187,348,5.0,활기찬
187,330,4.1,힐링
187,428,3.4,활기찬
188,38,4.7,진지한
188,387,2.0,창의적인
188,27,3.8,힐링
188,17,3.0,감성적인
188,60,2.8,여유로운
188,180,3.3,감성적인
189,365,5.0,즐거운
189,438,3.3,배움
189,191,2.1,여유로운
189,330,2.6,감성적인
189,364,2.8,진지한
190,42,2.5,에너지 넘치는
190,231,4.1,즐거운
190,110,4.6,감성적인
191,362,4.3,즐거운
191,325,3.4,배움
191,428,4.0,진지한
192,407,2.7,진지한
192,265,3.4,여유로운
192,363,3.5,여유로운
193,18,4.2,창의적인
193,94,3.3,건강한
193,258,2.7,에너지 넘치는
193,127,3.2,감성적인
193,284,3.8,즐거운
193,418,4.5,즐거운
194,94,2.8,여유로운
194,15,3.1,활기찬
194,67,3.4,진지한
194,367,4.1,여유로운
194,460,2.8,활기찬
195,434,3.6,여유로운
195,406,4.2,진지한
195,228,3.2,즐거운
195,496,3.9,활기찬
195,257,4.3,에너지 넘치는
195,327,3.2,즐거운
195,279,5.0,즐거운
196,126,3.3,즐거운
196,331,3.3,활기찬
196,322,4.7,창의적인
196,304,2.4,활기찬
197,6,3.4,감성적인
197,273,3.9,창의적인
197,86,2.4,힐링
197,32,4.0,여유로운
198,403,4.1,창의적인
198,442,2.9,힐링
198,181,3.9,활기찬
198,117,5.0,활기찬
199,165,3.4,활기찬
199,284,2.4,즐거운
199,186,3.7,활기찬
200,493,4.9,여유로운
200,66,1.8,창의적인
200,339,2.6,진지한
200,407,4.2,감성적인
200,179,5.0,즐거운
201,24,2.6,진지한
201,265,4.3,여유로운
201,114,2.0,진지한
201,464,2.1,활기찬
201,291,3.8,힐링
201,180,1.0,즐거운
201,279,3.4,즐거운
202,99,4.9,여유로운
202,226,2.6,활기찬
202,92,5.0,여유로운
202,40,2.6,여유로운
203,428,1.0,여유로운
203,405,5.0,창의적인
203,312,2.9,창의적인
204,161,1.0,여유로운
204,110,4.4,감성적인
204,66,3.1,창의적인
204,469,5.0,진지한
204,422,4.3,배움
204,494,3.9,활기찬
204,426,2.8,힐링
205,343,3.9,진지한
205,150,3.4,배움
205,264,2.8,활기찬
205,168,4.4,여유로운
205,430,2.5,여유로운
206,79,2.6,활기찬
206,377,4.7,감성적인
206,415,3.4,활기찬
206,349,5.0,활기찬
207,406,3.5,진지한
207,128,2.5,창의적인
207,412,4.7,즐거운
207,253,3.3,즐거운
207,52,5.0,여유로운
208,39,4.2,즐거운
208,439,3.3,여유로운
208,127,3.3,활기찬
209,120,2.9,여유로운
209,450,3.4,배움
209,328,2.0,활기찬
209,253,2.4,즐거운
209,14,5.0,창의적인
209,345,3.7,여유로운
209,428,3.1,진지한
210,152,2.6,에너지 넘치는
210,313,1.8,힐링
210,446,4.0,힐링
210,362,2.7,배움
210,335,3.6,힐링
210,383,3.7,활기찬
210,276,1.0,감성적인
211,291,3.2,힐링
211,455,3.8,감성적인
211,325,2.3,진지한
212,321,3.0,에너지 넘치는
212,482,4.4,창의적인
212,355,3.5,활기찬
212,254,4.6,진지한
213,414,3.4,즐거운
213,90,4.3,진지한
213,163,3.1,즐거운
213,343,3.0,진지한
214,375,3.3,활기찬
214,192,2.4,여유로운
214,111,4.1,에너지 넘치는
214,466,3.9,진지한
214,55,3.4,활기찬
214,89,3.3,진지한
214,402,3.4,진지한
215,312,4.0,힐링
215,170,3.9,활기찬
215,468,2.5,창의적인
215,74,2.3,활기찬
215,345,4.5,여유로운
215,470,5.0,힐링
215,284,3.4,즐거운
216,149,3.9,감성적인
216,380,4.4,건강한
216,244,2.5,감성적인
217,375,1.5,여유로운
217,66,3.9,감성적인
217,396,3.3,활기찬
217,274,2.2,여유로운
217,288,4.9,진지한
217,105,2.1,여유로운
217,454,3.8,힐링
218,164,4.8,진지한
218,127,3.8,감성적인
218,102,3.5,여유로운
219,352,4.3,즐거운
219,321,1.4,에너지 넘치는
219,55,2.1,활기찬
219,490,4.1,여유로운
219,325,2.9,진지한
220,451,3.7,즐거운
220,181,2.9,활기찬
220,41,3.8,감성적인
220,405,1.7,창의적인
220,400,5.0,활기찬
220,174,3.7,감성적인
221,430,2.1,여유로운
221,167,3.9,여유로운
221,46,3.8,즐거운
221,161,5.0,여유로운
